Cu,Mg,Mn,Fe,Si,Zn,Zr,temperature,strength
3.8,1.2,0.6,0.1,0.2,0.2,0.2,485,387.59
3.8,1.2,0.6,0.1,0.2,0.2,0.2,490,388.95
3.8,1.2,0.6,0.1,0.2,0.2,0.2,495,389.49
3.8,1.2,0.6,0.1,0.2,0.2,0.2,500,390.07
3.8,1.2,0.6,0.1,0.2,0.2,0.2,505,390.69
3.8,1.2,0.6,0.1,0.2,0.2,0.2,510,391.35
3.8,1.2,0.6,0.1,0.2,0.2,0.3,400,305.0
3.8,1.2,0.6,0.1,0.2,0.2,0.3,410,313.53
3.8,1.2,0.6,0.1,0.2,0.2,0.3,420,322.25
3.8,1.2,0.6,0.1,0.2,0.2,0.3,430,331.85
3.8,1.2,0.6,0.1,0.2,0.2,0.3,440,342.88
3.8,1.2,0.6,0.1,0.2,0.2,0.3,450,354.72
3.8,1.2,0.6,0.1,0.2,0.2,0.3,460,367.54
3.8,1.2,0.6,0.1,0.2,0.2,0.3,470,380.29
3.8,1.2,0.6,0.1,0.2,0.2,0.3,475,383.92
3.8,1.2,0.6,0.1,0.2,0.2,0.3,480,385.52
3.8,1.2,0.6,0.1,0.2,0.2,0.3,485,387.3
3.8,1.2,0.6,0.1,0.2,0.2,0.3,490,388.76
3.8,1.2,0.6,0.1,0.2,0.2,0.3,495,389.3
3.8,1.2,0.6,0.1,0.2,0.2,0.3,500,389.88
3.8,1.2,0.6,0.1,0.2,0.2,0.3,505,390.5
3.8,1.2,0.6,0.1,0.2,0.2,0.3,510,391.15
3.8,1.2,0.6,0.1,0.2,0.3,0.1,400,306.25
3.8,1.2,0.6,0.1,0.2,0.3,0.1,410,314.81
3.8,1.2,0.6,0.1,0.2,0.3,0.1,420,323.55
3.8,1.2,0.6,0.1,0.2,0.3,0.1,430,333.28
3.8,1.2,0.6,0.1,0.2,0.3,0.1,440,344.37
3.8,1.2,0.6,0.1,0.2,0.3,0.1,450,356.28
3.8,1.2,0.6,0.1,0.2,0.3,0.1,460,369.17
3.8,1.2,0.6,0.1,0.2,0.3,0.1,470,381.9
3.8,1.2,0.6,0.1,0.2,0.3,0.1,475,384.91
3.8,1.2,0.6,0.1,0.2,0.3,0.1,480,386.53
3.8,1.2,0.6,0.1,0.2,0.3,0.1,485,388.33
3.8,1.2,0.6,0.1,0.2,0.3,0.1,490,389.63
3.8,1.2,0.6,0.1,0.2,0.3,0.1,495,390.18
3.8,1.2,0.6,0.1,0.2,0.3,0.1,500,390.77
3.8,1.2,0.6,0.1,0.2,0.3,0.1,505,391.39
3.8,1.2,0.6,0.1,0.2,0.3,0.1,510,392.04
3.8,1.2,0.6,0.1,0.2,0.3,0.2,400,305.88
3.8,1.2,0.6,0.1,0.2,0.3,0.2,410,314.42
3.8,1.2,0.6,0.1,0.2,0.3,0.2,420,323.15
3.8,1.2,0.6,0.1,0.2,0.3,0.2,430,332.87
3.8,1.2,0.6,0.1,0.2,0.3,0.2,440,343.95
3.8,1.2,0.6,0.1,0.2,0.3,0.2,450,355.84
3.8,1.2,0.6,0.1,0.2,0.3,0.2,460,368.71
3.8,1.2,0.6,0.1,0.2,0.3,0.2,470,381.44
3.8,1.2,0.6,0.1,0.2,0.3,0.2,475,384.63
3.8,1.2,0.6,0.1,0.2,0.3,0.2,480,386.25
3.8,1.2,0.6,0.1,0.2,0.3,0.2,485,388.04
3.8,1.2,0.6,0.1,0.2,0.3,0.2,490,389.45
3.8,1.2,0.6,0.1,0.2,0.3,0.2,495,389.99
3.8,1.2,0.6,0.1,0.2,0.3,0.2,500,390.57
3.8,1.2,0.6,0.1,0.2,0.3,0.2,505,391.19
3.8,1.2,0.6,0.1,0.2,0.3,0.2,510,391.85
3.8,1.2,0.6,0.1,0.2,0.3,0.3,400,305.51
3.8,1.2,0.6,0.1,0.2,0.3,0.3,410,314.04
3.8,1.2,0.6,0.1,0.2,0.3,0.3,420,322.76
3.8,1.2,0.6,0.1,0.2,0.3,0.3,430,332.47
3.8,1.2,0.6,0.1,0.2,0.3,0.3,440,343.52
3.8,1.2,0.6,0.1,0.2,0.3,0.3,450,355.4
3.8,1.2,0.6,0.1,0.2,0.3,0.3,460,368.26
3.8,1.2,0.6,0.1,0.2,0.3,0.3,470,381.04
3.8,1.2,0.6,0.1,0.2,0.3,0.3,475,384.37
3.8,1.2,0.6,0.1,0.2,0.3,0.3,480,385.98
3.8,1.2,0.6,0.1,0.2,0.3,0.3,485,387.76
3.8,1.2,0.6,0.1,0.2,0.3,0.3,490,389.21
3.8,1.2,0.6,0.1,0.2,0.3,0.3,495,389.76
3.8,1.2,0.6,0.1,0.2,0.3,0.3,500,390.34
3.8,1.2,0.6,0.1,0.2,0.3,0.3,505,390.96
3.8,1.2,0.6,0.1,0.2,0.3,0.3,510,391.61
3.8,1.2,0.6,0.1,0.4,0.1,0.1,400,304.6
3.8,1.2,0.6,0.1,0.4,0.1,0.1,410,311.98
3.8,1.2,0.6,0.1,0.4,0.1,0.1,420,318.76
3.8,1.2,0.6,0.1,0.4,0.1,0.1,430,327.49
3.8,1.2,0.6,0.1,0.4,0.1,0.1,440,336.98
3.8,1.2,0.6,0.1,0.4,0.1,0.1,450,347.35
3.8,1.2,0.6,0.1,0.4,0.1,0.1,460,358.74
3.8,1.2,0.6,0.1,0.4,0.1,0.1,470,371.37
3.8,1.2,0.6,0.1,0.4,0.1,0.1,475,378.24
3.8,1.2,0.6,0.1,0.4,0.1,0.1,480,385.4
3.8,1.2,0.6,0.1,0.4,0.1,0.1,485,388.06
3.8,1.2,0.6,0.1,0.4,0.1,0.1,490,389.03
3.8,1.2,0.6,0.1,0.4,0.1,0.1,495,390.06
3.8,1.2,0.6,0.1,0.4,0.1,0.1,500,391.15
3.8,1.2,0.6,0.1,0.4,0.1,0.1,505,392.31
3.8,1.2,0.6,0.1,0.4,0.1,0.1,510,393.52
3.8,1.2,0.6,0.1,0.4,0.1,0.2,400,304.2
3.8,1.2,0.6,0.1,0.4,0.1,0.2,410,311.59
3.8,1.2,0.6,0.1,0.4,0.1,0.2,420,318.35
3.8,1.2,0.6,0.1,0.4,0.1,0.2,430,327.07
3.8,1.2,0.6,0.1,0.4,0.1,0.2,440,336.55
3.8,1.2,0.6,0.1,0.4,0.1,0.2,450,346.9
3.8,1.2,0.6,0.1,0.4,0.1,0.2,460,358.28
3.8,1.2,0.6,0.1,0.4,0.1,0.2,470,370.89
3.8,1.2,0.6,0.1,0.4,0.1,0.2,475,377.75
3.8,1.2,0.6,0.1,0.4,0.1,0.2,480,385.01
3.8,1.2,0.6,0.1,0.4,0.1,0.2,485,387.78
3.8,1.2,0.6,0.1,0.4,0.1,0.2,490,388.75
3.8,1.2,0.6,0.1,0.4,0.1,0.2,495,389.78
3.8,1.2,0.6,0.1,0.4,0.1,0.2,500,390.87
3.8,1.2,0.6,0.1,0.4,0.1,0.2,505,392.02
3.8,1.2,0.6,0.1,0.4,0.1,0.2,510,393.24
3.8,1.2,0.6,0.1,0.4,0.1,0.3,400,303.83
3.8,1.2,0.6,0.1,0.4,0.1,0.3,410,311.33
3.8,1.2,0.6,0.1,0.4,0.1,0.3,420,318.02
3.8,1.2,0.6,0.1,0.4,0.1,0.3,430,326.73
3.8,1.2,0.6,0.1,0.4,0.1,0.3,440,336.18
3.8,1.2,0.6,0.1,0.4,0.1,0.3,450,346.51
3.8,1.2,0.6,0.1,0.4,0.1,0.3,460,357.87
3.8,1.2,0.6,0.1,0.4,0.1,0.3,470,370.47
3.8,1.2,0.6,0.1,0.4,0.1,0.3,475,377.3
3.8,1.2,0.6,0.1,0.4,0.1,0.3,480,384.56
3.8,1.2,0.6,0.1,0.4,0.1,0.3,485,387.54
3.8,1.2,0.6,0.1,0.4,0.1,0.3,490,388.51
3.8,1.2,0.6,0.1,0.4,0.1,0.3,495,389.54
3.8,1.2,0.6,0.1,0.4,0.1,0.3,500,390.62
3.8,1.2,0.6,0.1,0.4,0.1,0.3,505,391.77
3.8,1.2,0.6,0.1,0.4,0.1,0.3,510,392.98
3.8,1.2,0.6,0.1,0.4,0.2,0.1,400,305.09
3.8,1.2,0.6,0.1,0.4,0.2,0.1,410,312.37
3.8,1.2,0.6,0.1,0.4,0.2,0.1,420,319.28
3.8,1.2,0.6,0.1,0.4,0.2,0.1,430,328.04
3.8,1.2,0.6,0.1,0.4,0.2,0.1,440,337.56
3.8,1.2,0.6,0.1,0.4,0.2,0.1,450,347.96
3.8,1.2,0.6,0.1,0.4,0.2,0.1,460,359.39
3.8,1.2,0.6,0.1,0.4,0.2,0.1,470,372.07
3.8,1.2,0.6,0.1,0.4,0.2,0.1,475,378.96
3.8,1.2,0.6,0.1,0.4,0.2,0.1,480,385.85
3.8,1.2,0.6,0.1,0.4,0.2,0.1,485,388.46
3.8,1.2,0.6,0.1,0.4,0.2,0.1,490,389.43
3.8,1.2,0.6,0.1,0.4,0.2,0.1,495,390.46
3.8,1.2,0.6,0.1,0.4,0.2,0.1,500,391.55
3.8,1.2,0.6,0.1,0.4,0.2,0.1,505,392.71
3.8,1.2,0.6,0.1,0.4,0.2,0.1,510,393.92
3.8,1.2,0.6,0.1,0.4,0.2,0.2,400,304.72
3.8,1.2,0.6,0.1,0.4,0.2,0.2,410,312.11
3.8,1.2,0.6,0.1,0.4,0.2,0.2,420,318.95
3.8,1.2,0.6,0.1,0.4,0.2,0.2,430,327.69
3.8,1.2,0.6,0.1,0.4,0.2,0.2,440,337.19
3.8,1.2,0.6,0.1,0.4,0.2,0.2,450,347.57
3.8,1.2,0.6,0.1,0.4,0.2,0.2,460,358.99
3.8,1.2,0.6,0.1,0.4,0.2,0.2,470,371.64
3.8,1.2,0.6,0.1,0.4,0.2,0.2,475,378.52
3.8,1.2,0.6,0.1,0.4,0.2,0.2,480,385.53
3.8,1.2,0.6,0.1,0.4,0.2,0.2,485,388.21
3.8,1.2,0.6,0.1,0.4,0.2,0.2,490,389.18
3.8,1.2,0.6,0.1,0.4,0.2,0.2,495,390.21
3.8,1.2,0.6,0.1,0.4,0.2,0.2,500,391.3
3.8,1.2,0.6,0.1,0.4,0.2,0.2,505,392.45
3.8,1.2,0.6,0.1,0.4,0.2,0.2,510,393.67
3.8,1.2,0.6,0.1,0.4,0.2,0.3,400,304.35
3.8,1.2,0.6,0.1,0.4,0.2,0.3,410,311.85
3.8,1.2,0.6,0.1,0.4,0.2,0.3,420,318.62
3.8,1.2,0.6,0.1,0.4,0.2,0.3,430,327.35
3.8,1.2,0.6,0.1,0.4,0.2,0.3,440,336.83
3.8,1.2,0.6,0.1,0.4,0.2,0.3,450,347.19
3.8,1.2,0.6,0.1,0.4,0.2,0.3,460,358.58
3.8,1.2,0.6,0.1,0.4,0.2,0.3,470,371.22
3.8,1.2,0.6,0.1,0.4,0.2,0.3,475,378.08
3.8,1.2,0.6,0.1,0.4,0.2,0.3,480,385.22
3.8,1.2,0.6,0.1,0.4,0.2,0.3,485,387.97
3.8,1.2,0.6,0.1,0.4,0.2,0.3,490,388.94
3.8,1.2,0.6,0.1,0.4,0.2,0.3,495,389.97
3.8,1.2,0.6,0.1,0.4,0.2,0.3,500,391.05
3.8,1.2,0.6,0.1,0.4,0.2,0.3,505,392.2
3.8,1.2,0.6,0.1,0.4,0.2,0.3,510,393.41
3.8,1.2,0.6,0.1,0.4,0.3,0.1,400,305.6
3.8,1.2,0.6,0.1,0.4,0.3,0.1,410,312.89
3.8,1.2,0.6,0.1,0.4,0.3,0.1,420,319.87
3.8,1.2,0.6,0.1,0.4,0.3,0.1,430,328.66
3.8,1.2,0.6,0.1,0.4,0.3,0.1,440,338.2
3.8,1.2,0.6,0.1,0.4,0.3,0.1,450,348.63
3.8,1.2,0.6,0.1,0.4,0.3,0.1,460,360.1
3.8,1.2,0.6,0.1,0.4,0.3,0.1,470,372.82
3.8,1.2,0.6,0.1,0.4,0.3,0.1,475,379.73
3.8,1.2,0.6,0.1,0.4,0.3,0.1,480,386.33
3.8,1.2,0.6,0.1,0.4,0.3,0.1,485,388.89
3.8,1.2,0.6,0.1,0.4,0.3,0.1,490,389.86
3.8,1.2,0.6,0.1,0.4,0.3,0.1,495,390.89
3.8,1.2,0.6,0.1,0.4,0.3,0.1,500,391.98
3.8,1.2,0.6,0.1,0.4,0.3,0.1,505,393.14
3.8,1.2,0.6,0.1,0.4,0.3,0.1,510,394.35
3.8,1.2,0.6,0.1,0.4,0.3,0.2,400,305.23
3.8,1.2,0.6,0.1,0.4,0.3,0.2,410,312.64
3.8,1.2,0.6,0.1,0.4,0.3,0.2,420,319.54
3.8,1.2,0.6,0.1,0.4,0.3,0.2,430,328.31
3.8,1.2,0.6,0.1,0.4,0.3,0.2,440,337.84
3.8,1.2,0.6,0.1,0.4,0.3,0.2,450,348.24
3.8,1.2,0.6,0.1,0.4,0.3,0.2,460,359.69
3.8,1.2,0.6,0.1,0.4,0.3,0.2,470,372.39
3.8,1.2,0.6,0.1,0.4,0.3,0.2,475,379.29
3.8,1.2,0.6,0.1,0.4,0.3,0.2,480,386.02
3.8,1.2,0.6,0.1,0.4,0.3,0.2,485,388.64
3.8,1.2,0.6,0.1,0.4,0.3,0.2,490,389.61
3.8,1.2,0.6,0.1,0.4,0.3,0.2,495,390.64
3.8,1.2,0.6,0.1,0.4,0.3,0.2,500,391.73
3.8,1.2,0.6,0.1,0.4,0.3,0.2,505,392.88
3.8,1.2,0.6,0.1,0.4,0.3,0.2,510,394.09
3.8,1.2,0.6,0.1,0.4,0.3,0.3,400,304.86
3.8,1.2,0.6,0.1,0.4,0.3,0.3,410,312.37
3.8,1.2,0.6,0.1,0.4,0.3,0.3,420,319.21
3.8,1.2,0.6,0.1,0.4,0.3,0.3,430,327.96
3.8,1.2,0.6,0.1,0.4,0.3,0.3,440,337.47
3.8,1.2,0.6,0.1,0.4,0.3,0.3,450,347.86
3.8,1.2,0.6,0.1,0.4,0.3,0.3,460,359.29
3.8,1.2,0.6,0.1,0.4,0.3,0.3,470,371.96
3.8,1.2,0.6,0.1,0.4,0.3,0.3,475,378.85
3.8,1.2,0.6,0.1,0.4,0.3,0.3,480,385.7
3.8,1.2,0.6,0.1,0.4,0.3,0.3,485,388.4
3.8,1.2,0.6,0.1,0.4,0.3,0.3,490,389.37
3.8,1.2,0.6,0.1,0.4,0.3,0.3,495,390.39
3.8,1.2,0.6,0.1,0.4,0.3,0.3,500,391.48
3.8,1.2,0.6,0.1,0.4,0.3,0.3,505,392.63
3.8,1.2,0.6,0.1,0.4,0.3,0.3,510,393.84
3.8,1.2,0.6,0.1,0.6,0.1,0.1,400,292.8
3.8,1.2,0.6,0.1,0.6,0.1,0.1,410,301.5
3.8,1.2,0.6,0.1,0.6,0.1,0.1,420,310.76
3.8,1.2,0.6,0.1,0.6,0.1,0.1,430,320.63
3.8,1.2,0.6,0.1,0.6,0.1,0.1,440,330.86
3.8,1.2,0.6,0.1,0.6,0.1,0.1,450,340.89
3.8,1.2,0.6,0.1,0.6,0.1,0.1,460,351.76
3.8,1.2,0.6,0.1,0.6,0.1,0.1,470,363.6
3.8,1.2,0.6,0.1,0.6,0.1,0.1,475,369.94
3.8,1.2,0.6,0.1,0.6,0.1,0.1,480,376.58
3.8,1.2,0.6,0.1,0.6,0.1,0.1,485,382.91
3.8,1.2,0.6,0.1,0.6,0.1,0.1,490,384.09
3.8,1.2,0.6,0.1,0.6,0.1,0.1,495,385.32
3.8,1.2,0.6,0.1,0.6,0.1,0.1,500,386.6
3.8,1.2,0.6,0.1,0.6,0.1,0.1,505,387.94
3.8,1.2,0.6,0.1,0.6,0.1,0.1,510,389.33
3.8,1.2,0.6,0.1,0.6,0.1,0.2,400,292.46
3.8,1.2,0.6,0.1,0.6,0.1,0.2,410,301.14
3.8,1.2,0.6,0.1,0.6,0.1,0.2,420,310.37
3.8,1.2,0.6,0.1,0.6,0.1,0.2,430,320.23
3.8,1.2,0.6,0.1,0.6,0.1,0.2,440,330.52
3.8,1.2,0.6,0.1,0.6,0.1,0.2,450,340.52
3.8,1.2,0.6,0.1,0.6,0.1,0.2,460,351.38
3.8,1.2,0.6,0.1,0.6,0.1,0.2,470,363.2
3.8,1.2,0.6,0.1,0.6,0.1,0.2,475,369.52
3.8,1.2,0.6,0.1,0.6,0.1,0.2,480,376.16
3.8,1.2,0.6,0.1,0.6,0.1,0.2,485,382.66
3.8,1.2,0.6,0.1,0.6,0.1,0.2,490,383.83
3.8,1.2,0.6,0.1,0.6,0.1,0.2,495,385.05
3.8,1.2,0.6,0.1,0.6,0.1,0.2,500,386.33
3.8,1.2,0.6,0.1,0.6,0.1,0.2,505,387.67
3.8,1.2,0.6,0.1,0.6,0.1,0.2,510,389.05
3.8,1.2,0.6,0.1,0.6,0.1,0.3,400,292.12
3.8,1.2,0.6,0.1,0.6,0.1,0.3,410,300.79
3.8,1.2,0.6,0.1,0.6,0.1,0.3,420,310.01
3.8,1.2,0.6,0.1,0.6,0.1,0.3,430,319.85
3.8,1.2,0.6,0.1,0.6,0.1,0.3,440,330.16
3.8,1.2,0.6,0.1,0.6,0.1,0.3,450,340.15
3.8,1.2,0.6,0.1,0.6,0.1,0.3,460,350.98
3.8,1.2,0.6,0.1,0.6,0.1,0.3,470,362.79
3.8,1.2,0.6,0.1,0.6,0.1,0.3,475,369.1
3.8,1.2,0.6,0.1,0.6,0.1,0.3,480,375.73
3.8,1.2,0.6,0.1,0.6,0.1,0.3,485,382.4
3.8,1.2,0.6,0.1,0.6,0.1,0.3,490,383.57
3.8,1.2,0.6,0.1,0.6,0.1,0.3,495,384.8
3.8,1.2,0.6,0.1,0.6,0.1,0.3,500,386.07
3.8,1.2,0.6,0.1,0.6,0.1,0.3,505,387.4
3.8,1.2,0.6,0.1,0.6,0.1,0.3,510,388.79
3.8,1.2,0.6,0.1,0.6,0.2,0.1,400,293.34
3.8,1.2,0.6,0.1,0.6,0.2,0.1,410,302.05
3.8,1.2,0.6,0.1,0.6,0.2,0.1,420,311.32
3.8,1.2,0.6,0.1,0.6,0.2,0.1,430,321.22
3.8,1.2,0.6,0.1,0.6,0.2,0.1,440,331.51
3.8,1.2,0.6,0.1,0.6,0.2,0.1,450,341.56
3.8,1.2,0.6,0.1,0.6,0.2,0.1,460,352.46
3.8,1.2,0.6,0.1,0.6,0.2,0.1,470,364.33
3.8,1.2,0.6,0.1,0.6,0.2,0.1,475,370.69
3.8,1.2,0.6,0.1,0.6,0.2,0.1,480,377.36
3.8,1.2,0.6,0.1,0.6,0.2,0.1,485,383.33
3.8,1.2,0.6,0.1,0.6,0.2,0.1,490,384.51
3.8,1.2,0.6,0.1,0.6,0.2,0.1,495,385.74
3.8,1.2,0.6,0.1,0.6,0.2,0.1,500,387.02
3.8,1.2,0.6,0.1,0.6,0.2,0.1,505,388.35
3.8,1.2,0.6,0.1,0.6,0.2,0.1,510,389.74
3.8,1.2,0.6,0.1,0.6,0.2,0.2,400,293.01
3.8,1.2,0.6,0.1,0.6,0.2,0.2,410,301.7
3.8,1.2,0.6,0.1,0.6,0.2,0.2,420,310.96
3.8,1.2,0.6,0.1,0.6,0.2,0.2,430,320.84
3.8,1.2,0.6,0.1,0.6,0.2,0.2,440,331.15
3.8,1.2,0.6,0.1,0.6,0.2,0.2,450,341.18
3.8,1.2,0.6,0.1,0.6,0.2,0.2,460,352.06
3.8,1.2,0.6,0.1,0.6,0.2,0.2,470,363.92
3.8,1.2,0.6,0.1,0.6,0.2,0.2,475,370.27
3.8,1.2,0.6,0.1,0.6,0.2,0.2,480,376.93
3.8,1.2,0.6,0.1,0.6,0.2,0.2,485,383.08
3.8,1.2,0.6,0.1,0.6,0.2,0.2,490,384.26
3.8,1.2,0.6,0.1,0.6,0.2,0.2,495,385.48
3.8,1.2,0.6,0.1,0.6,0.2,0.2,500,386.76
3.8,1.2,0.6,0.1,0.6,0.2,0.2,505,388.09
3.8,1.2,0.6,0.1,0.6,0.2,0.2,510,389.48
3.8,1.2,0.6,0.1,0.6,0.2,0.3,400,292.65
3.8,1.2,0.6,0.1,0.6,0.2,0.3,410,301.33
3.8,1.2,0.6,0.1,0.6,0.2,0.3,420,310.58
3.8,1.2,0.6,0.1,0.6,0.2,0.3,430,320.45
3.8,1.2,0.6,0.1,0.6,0.2,0.3,440,330.74
3.8,1.2,0.6,0.1,0.6,0.2,0.3,450,340.76
3.8,1.2,0.6,0.1,0.6,0.2,0.3,460,351.62
3.8,1.2,0.6,0.1,0.6,0.2,0.3,470,363.47
3.8,1.2,0.6,0.1,0.6,0.2,0.3,475,369.8
3.8,1.2,0.6,0.1,0.6,0.2,0.3,480,376.45
3.8,1.2,0.6,0.1,0.6,0.2,0.3,485,382.81
3.8,1.2,0.6,0.1,0.6,0.2,0.3,490,383.98
3.8,1.2,0.6,0.1,0.6,0.2,0.3,495,385.21
3.8,1.2,0.6,0.1,0.6,0.2,0.3,500,386.48
3.8,1.2,0.6,0.1,0.6,0.2,0.3,505,387.81
3.8,1.2,0.6,0.1,0.6,0.2,0.3,510,389.2
3.8,1.2,0.6,0.1,0.6,0.3,0.1,400,293.88
3.8,1.2,0.6,0.1,0.6,0.3,0.1,410,302.61
3.8,1.2,0.6,0.1,0.6,0.3,0.1,420,311.9
3.8,1.2,0.6,0.1,0.6,0.3,0.1,430,311.9
3.8,1.2,0.6,0.1,0.6,0.3,0.1,440,332.14
3.8,1.2,0.6,0.1,0.6,0.3,0.1,450,342.21
3.8,1.2,0.6,0.1,0.6,0.3,0.1,460,353.14
3.8,1.2,0.6,0.1,0.6,0.3,0.1,470,365.06
3.8,1.2,0.6,0.1,0.6,0.3,0.1,475,371.43
3.8,1.2,0.6,0.1,0.6,0.3,0.1,480,378.12
3.8,1.2,0.6,0.1,0.6,0.3,0.1,485,383.76
3.8,1.2,0.6,0.1,0.6,0.3,0.1,490,384.93
3.8,1.2,0.6,0.1,0.6,0.3,0.1,495,386.16
3.8,1.2,0.6,0.1,0.6,0.3,0.1,500,387.44
3.8,1.2,0.6,0.1,0.6,0.3,0.1,505,388.78
3.8,1.2,0.6,0.1,0.6,0.3,0.1,510,390.17
3.8,1.2,0.6,0.1,0.6,0.3,0.2,400,293.52
3.8,1.2,0.6,0.1,0.6,0.3,0.2,410,302.24
3.8,1.2,0.6,0.1,0.6,0.3,0.2,420,302.24
3.8,1.2,0.6,0.1,0.6,0.3,0.2,430,321.43
3.8,1.2,0.6,0.1,0.6,0.3,0.2,440,331.72
3.8,1.2,0.6,0.1,0.6,0.3,0.2,450,341.79
3.8,1.2,0.6,0.1,0.6,0.3,0.2,460,352.7
3.8,1.2,0.6,0.1,0.6,0.3,0.2,470,364.6
3.8,1.2,0.6,0.1,0.6,0.3,0.2,475,370.97
3.8,1.2,0.6,0.1,0.6,0.3,0.2,480,377.65
3.8,1.2,0.6,0.1,0.6,0.3,0.2,485,383.49
3.8,1.2,0.6,0.1,0.6,0.3,0.2,490,384.66
3.8,1.2,0.6,0.1,0.6,0.3,0.2,495,385.89
3.8,1.2,0.6,0.1,0.6,0.3,0.2,500,387.17
3.8,1.2,0.6,0.1,0.6,0.3,0.2,505,388.5
3.8,1.2,0.6,0.1,0.6,0.3,0.2,510,389.89
3.8,1.2,0.6,0.1,0.6,0.3,0.3,400,293.19
3.8,1.2,0.6,0.1,0.6,0.3,0.3,410,301.89
3.8,1.2,0.6,0.1,0.6,0.3,0.3,420,311.16
3.8,1.2,0.6,0.1,0.6,0.3,0.3,430,321.05
3.8,1.2,0.6,0.1,0.6,0.3,0.3,440,331.36
3.8,1.2,0.6,0.1,0.6,0.3,0.3,450,341.41
3.8,1.2,0.6,0.1,0.6,0.3,0.3,460,352.31
3.8,1.2,0.6,0.1,0.6,0.3,0.3,470,364.19
3.8,1.2,0.6,0.1,0.6,0.3,0.3,475,370.54
3.8,1.2,0.6,0.1,0.6,0.3,0.3,480,377.22
3.8,1.2,0.6,0.1,0.6,0.3,0.3,485,383.24
3.8,1.2,0.6,0.1,0.6,0.3,0.3,490,384.41
3.8,1.2,0.6,0.1,0.6,0.3,0.3,495,385.63
3.8,1.2,0.6,0.1,0.6,0.3,0.3,500,386.91
3.8,1.2,0.6,0.1,0.6,0.3,0.3,505,388.24
3.8,1.2,0.6,0.1,0.6,0.3,0.3,510,389.62
3.8,1.2,0.6,0.2,0.2,0.1,0.1,400,304.73
3.8,1.2,0.6,0.2,0.2,0.1,0.1,410,313.27
3.8,1.2,0.6,0.2,0.2,0.1,0.1,420,322.01
3.8,1.2,0.6,0.2,0.2,0.1,0.1,430,331.52
3.8,1.2,0.6,0.2,0.2,0.1,0.1,440,342.53
3.8,1.2,0.6,0.2,0.2,0.1,0.1,450,354.36
3.8,1.2,0.6,0.2,0.2,0.1,0.1,460,366.99
3.8,1.2,0.6,0.2,0.2,0.1,0.1,470,380.71
3.8,1.2,0.6,0.2,0.2,0.1,0.1,475,386.96
3.8,1.2,0.6,0.2,0.2,0.1,0.1,480,387.63
3.8,1.2,0.6,0.2,0.2,0.1,0.1,485,388.12
3.8,1.2,0.6,0.2,0.2,0.1,0.1,490,388.65
3.8,1.2,0.6,0.2,0.2,0.1,0.1,495,389.21
3.8,1.2,0.6,0.2,0.2,0.1,0.1,500,389.8
3.8,1.2,0.6,0.2,0.2,0.1,0.1,505,390.43
3.8,1.2,0.6,0.2,0.2,0.1,0.1,510,391.09
3.8,1.2,0.6,0.2,0.2,0.1,0.2,400,304.36
3.8,1.2,0.6,0.2,0.2,0.1,0.2,410,312.89
3.8,1.2,0.6,0.2,0.2,0.1,0.2,420,321.62
3.8,1.2,0.6,0.2,0.2,0.1,0.2,430,331.11
3.8,1.2,0.6,0.2,0.2,0.1,0.2,440,342.11
3.8,1.2,0.6,0.2,0.2,0.1,0.2,450,353.92
3.8,1.2,0.6,0.2,0.2,0.1,0.2,460,366.53
3.8,1.2,0.6,0.2,0.2,0.1,0.2,470,380.24
3.8,1.2,0.6,0.2,0.2,0.1,0.2,475,386.49
3.8,1.2,0.6,0.2,0.2,0.1,0.2,480,387.39
3.8,1.2,0.6,0.2,0.2,0.1,0.2,485,387.89
3.8,1.2,0.6,0.2,0.2,0.1,0.2,490,388.42
3.8,1.2,0.6,0.2,0.2,0.1,0.2,495,388.97
3.8,1.2,0.6,0.2,0.2,0.1,0.2,500,389.57
3.8,1.2,0.6,0.2,0.2,0.1,0.2,505,390.19
3.8,1.2,0.6,0.2,0.2,0.1,0.2,510,390.85
3.8,1.2,0.6,0.2,0.2,0.1,0.3,400,303.98
3.8,1.2,0.6,0.2,0.2,0.1,0.3,410,312.51
3.8,1.2,0.6,0.2,0.2,0.1,0.3,420,321.22
3.8,1.2,0.6,0.2,0.2,0.1,0.3,430,330.7
3.8,1.2,0.6,0.2,0.2,0.1,0.3,440,341.69
3.8,1.2,0.6,0.2,0.2,0.1,0.3,450,353.48
3.8,1.2,0.6,0.2,0.2,0.1,0.3,460,366.09
3.8,1.2,0.6,0.2,0.2,0.1,0.3,470,379.78
3.8,1.2,0.6,0.2,0.2,0.1,0.3,475,386.05
3.8,1.2,0.6,0.2,0.2,0.1,0.3,480,387.2
3.8,1.2,0.6,0.2,0.2,0.1,0.3,485,387.7
3.8,1.2,0.6,0.2,0.2,0.1,0.3,490,388.22
3.8,1.2,0.6,0.2,0.2,0.1,0.3,495,388.78
3.8,1.2,0.6,0.2,0.2,0.1,0.3,500,389.37
3.8,1.2,0.6,0.2,0.2,0.1,0.3,505,389.99
3.8,1.2,0.6,0.2,0.2,0.1,0.3,510,390.66
3.8,1.2,0.6,0.2,0.2,0.2,0.1,400,305.24
3.8,1.2,0.6,0.2,0.2,0.2,0.1,410,313.79
3.8,1.2,0.6,0.2,0.2,0.2,0.1,420,322.52
3.8,1.2,0.6,0.2,0.2,0.2,0.1,430,332.14
